year,km_driven,seats,mileage,engine,max_power,selling_price,owner_First Owner,owner_Fourth & Above Owner,owner_Test Drive Car,owner_Third Owner,seller_type_Dealer,seller_type_Trustmark Dealer,fuel_CNG,fuel_Diesel,fuel_LPG,transmission_Automatic
2015.0,147000.0,5.0,26.59,1248.0,74.0,7632.66,0,0,0,0,0,0,0,1,0,0
2017.0,25000.0,5.0,18.16,1196.0,86.8,7269.2,0,0,0,1,0,0,0,0,0,0
2016.0,40000.0,5.0,22.0,1498.0,108.495,6542.28,1,0,0,0,0,0,0,1,0,0
2018.0,30000.0,5.0,20.51,998.0,67.0,5427.67,1,0,0,0,0,0,0,0,0,1
2017.0,80000.0,5.0,21.66,1498.0,108.62,6057.67,1,0,0,0,0,0,0,1,0,0
2016.0,70000.0,5.0,24.3,1248.0,88.5,9025.93,1,0,0,0,0,0,0,1,0,0
2019.0,9850.0,5.0,24.3,1248.0,88.5,12418.22,1,0,0,0,0,0,0,1,0,1
2011.0,60000.0,5.0,20.36,1197.0,78.9,2847.1,0,0,0,0,0,0,0,0,0,0
2016.0,70000.0,5.0,25.2,1248.0,74.0,7632.66,1,0,0,0,0,0,0,1,0,0
2015.0,78000.0,7.0,12.55,2982.0,168.5,20596.07,0,0,0,0,0,0,0,1,0,0
2013.0,170000.0,5.0,20.54,1598.0,103.6,5451.9,1,0,0,0,0,0,0,1,0,0
2015.0,90000.0,5.0,22.77,1498.0,98.59,7390.36,1,0,0,0,0,0,0,1,0,0
2016.0,30000.0,5.0,15.71,1998.0,189.0,30288.35,0,0,0,0,0,0,0,0,0,1
2017.0,10000.0,5.0,23.1,998.0,67.04,5875.93,1,0,0,0,1,0,0,0,0,0
2016.0,32000.0,5.0,24.7,796.0,47.3,3816.33,1,0,0,0,1,0,0,0,0,0
2012.0,28000.0,5.0,19.81,1086.0,68.05,3513.45,1,0,0,0,1,0,0,0,0,0
2009.0,55500.0,5.0,18.2,998.0,67.1,2120.18,1,0,0,0,1,0,0,0,0,0
2013.0,61500.0,5.0,18.5,1197.0,82.85,6360.55,1,0,0,0,1,0,0,0,0,0
2016.0,150000.0,5.0,26.59,1248.0,74.0,7269.2,1,0,0,0,0,0,0,1,0,0
2016.0,72000.0,5.0,19.1,1197.0,82.0,6845.17,1,0,0,0,1,0,0,0,0,1
2008.0,68000.0,5.0,19.7,796.0,46.3,1453.84,0,0,0,1,1,0,0,0,0,0
2017.0,110000.0,5.0,22.54,1396.0,88.73,8783.62,1,0,0,0,0,0,0,1,0,0
2019.0,10000.0,5.0,21.21,1197.0,81.8,7450.93,1,0,0,0,0,0,0,0,0,0
2018.0,35000.0,5.0,21.4,1197.0,83.1,7390.36,1,0,0,0,0,0,0,0,0,0
2020.0,5000.0,5.0,19.0,1194.0,94.68,4846.14,0,0,0,0,0,0,0,0,0,0
2017.0,37800.0,5.0,17.0,1591.0,121.3,10491.88,1,0,0,0,0,0,0,0,0,0
2010.0,114000.0,5.0,14.3,1798.0,160.0,8480.74,1,0,0,0,0,0,0,0,0,0
2010.0,48000.0,5.0,15.8,1172.0,65.0,3634.6,1,0,0,0,0,0,0,0,0,0
2016.0,100000.0,5.0,19.09,1405.0,69.01,4543.25,1,0,0,0,0,0,0,1,0,0
2013.0,69000.0,5.0,21.9,1396.0,88.76,5476.12,1,0,0,0,0,0,0,1,0,0
2020.0,13000.0,5.0,21.63,998.0,67.04,5754.79,1,0,0,0,0,0,0,0,0,0
2016.0,60000.0,5.0,24.3,1248.0,88.5,9449.96,1,0,0,0,0,0,0,1,0,0
2017.0,40000.0,5.0,20.85,1197.0,83.14,7208.63,1,0,0,0,0,0,0,0,0,0
2017.0,35000.0,5.0,20.51,998.0,67.04,5330.75,1,0,0,0,0,0,0,0,0,0
2014.0,70000.0,5.0,20.45,1461.0,83.8,4846.14,0,0,0,1,0,0,0,1,0,0
2016.0,50000.0,5.0,19.67,1582.0,126.2,13811.49,1,0,0,0,0,0,0,1,0,0
2017.0,76139.0,5.0,23.0,1498.0,98.96,10298.04,1,0,0,0,0,0,0,1,0,0
2012.0,175000.0,5.0,19.3,1248.0,73.9,4482.68,0,1,0,0,0,0,0,1,0,0
2018.0,25000.0,5.0,23.01,999.0,67.0,4240.37,1,0,0,0,0,0,0,0,0,0
2015.0,40000.0,5.0,23.1,998.0,67.04,4361.52,0,0,0,0,0,0,0,0,0,0
2013.0,90000.0,7.0,20.77,1248.0,88.76,7572.09,0,0,0,0,0,0,0,1,0,0
2019.0,1303.0,5.0,17.8,1198.0,86.7,8359.58,1,0,0,0,1,0,0,0,0,0
2018.0,31800.0,5.0,17.01,1968.0,188.0,48158.47,1,0,0,0,1,0,0,1,0,1
2017.0,45000.0,5.0,19.33,1999.0,177.0,38769.08,1,0,0,0,1,0,0,1,0,1
2017.0,17000.0,5.0,9.5,3604.0,280.0,49672.89,1,0,0,0,0,0,0,0,0,1
2019.0,21000.0,7.0,12.83,1999.0,148.31,54519.02,1,0,0,0,1,0,0,1,0,1
2017.0,37000.0,5.0,13.5,2987.0,254.79,72692.03,1,0,0,0,1,0,0,1,0,1
2018.0,29500.0,5.0,22.48,1995.0,187.74,45917.13,1,0,0,0,1,0,0,1,0,1
2019.0,7500.0,5.0,16.78,1995.0,190.0,70268.96,1,0,0,0,1,0,0,1,0,1
2018.0,50000.0,5.0,14.67,1798.0,177.46,22595.09,1,0,0,0,1,0,0,0,0,1
2016.0,35000.0,5.0,15.0,2143.0,204.0,32711.41,1,0,0,0,1,0,0,1,0,1
2019.0,19000.0,5.0,13.96,1451.0,141.0,21201.84,1,0,0,0,1,0,0,0,0,1
2018.0,22000.0,5.0,18.0,1969.0,190.0,41192.15,1,0,0,0,1,0,0,1,0,1
2015.0,53000.0,7.0,12.07,2967.0,241.4,32105.65,1,0,0,0,1,0,0,1,0,1
2017.0,47000.0,5.0,13.5,2987.0,282.0,70874.73,1,0,0,0,1,0,0,1,0,1
2010.0,72200.0,5.0,10.8,2497.0,150.0,11812.45,0,0,0,0,1,0,0,0,0,1
2016.0,49900.0,5.0,16.3,1797.0,147.5,9752.85,1,0,0,0,1,0,0,0,0,0
2017.0,9000.0,5.0,13.6,1999.0,177.0,31802.76,1,0,0,0,1,0,0,1,0,1
2018.0,11000.0,5.0,17.0,1198.0,108.5,9825.54,1,0,0,0,1,0,0,0,0,0
2011.0,49000.0,5.0,15.04,1598.0,103.6,4543.25,1,0,0,0,0,0,0,0,0,0
2012.0,95000.0,5.0,16.3,1797.0,147.5,6663.44,1,0,0,0,0,0,0,0,0,0
2016.0,11000.0,5.0,14.3,1598.0,103.5,7814.39,1,0,0,0,1,0,0,0,0,1
2018.0,18000.0,5.0,15.04,1991.0,183.0,30894.11,1,0,0,0,1,0,0,0,0,1
2014.0,46100.0,7.0,16.02,1373.0,93.7,7257.09,1,0,0,0,1,0,0,0,0,0
2017.0,16000.0,5.0,14.74,1991.0,181.04,32711.41,1,0,0,0,1,0,0,0,0,1
2017.0,18000.0,5.0,15.6,1497.0,116.3,10600.92,1,0,0,0,1,0,0,0,0,1
2011.0,11000.0,5.0,23.95,998.0,67.05,2120.18,1,0,0,0,1,0,0,0,0,0
2012.0,24300.0,5.0,21.21,1197.0,81.8,4119.21,1,0,0,0,1,0,0,0,0,0
2018.0,8000.0,5.0,21.5,1497.0,108.5,12418.22,1,0,0,0,1,0,0,1,0,1
2016.0,30000.0,5.0,22.69,1995.0,190.0,26047.98,1,0,0,0,1,0,0,1,0,1
2016.0,12000.0,5.0,18.12,1995.0,190.0,35134.48,1,0,0,0,1,0,0,1,0,1
2009.0,71000.0,5.0,12.1,2362.0,164.7,5451.9,1,0,0,0,1,0,0,0,0,1
2016.0,20000.0,7.0,17.5,1373.0,91.1,10298.04,1,0,0,0,0,0,0,0,0,0
2017.0,30000.0,4.0,42.0,1969.0,400.0,121153.38,1,0,0,0,0,0,0,0,0,1
2011.0,100000.0,5.0,20.54,1598.0,103.6,3634.6,0,0,0,0,0,0,0,1,0,0
2018.0,9500.0,5.0,18.16,1196.0,86.8,6966.32,1,0,0,0,0,0,0,0,0,0
2015.0,36600.0,5.0,20.4,1197.0,81.8,6239.4,1,0,0,0,0,0,0,0,0,0
1999.0,40000.0,4.0,16.1,796.0,37.0,484.61,0,0,0,0,0,0,0,0,0,0
2010.0,120000.0,5.0,21.1,1248.0,73.9,2665.37,1,0,0,0,0,0,0,1,0,0
2015.0,70000.0,5.0,18.9,1197.0,82.0,5149.02,1,0,0,0,0,0,0,0,0,0
2019.0,13000.0,5.0,19.44,999.0,75.0,5815.36,1,0,0,0,0,0,0,0,0,0
2014.0,60000.0,5.0,18.9,1197.0,82.0,4846.14,0,0,0,0,0,0,0,0,0,0
2014.0,35000.0,5.0,19.1,1197.0,85.8,5900.17,1,0,0,0,0,0,0,0,0,0
2016.0,44000.0,5.0,19.1,1197.0,82.0,4676.52,0,0,0,0,0,0,0,0,0,0
2005.0,120000.0,5.0,13.0,1493.0,100.0,1211.53,0,0,0,0,0,0,0,0,0,0
2010.0,60000.0,5.0,21.43,1364.0,87.2,3634.6,1,0,0,0,0,0,0,1,0,0
2017.0,90000.0,5.0,22.95,1248.0,74.0,5936.52,1,0,0,0,0,0,0,1,0,0
2010.0,120600.0,5.0,18.9,998.0,67.1,2604.8,0,0,0,0,0,0,0,0,0,0
2010.0,100000.0,5.0,16.2,1599.0,103.2,3876.91,0,0,0,1,0,0,0,0,0,0
2016.0,60000.0,5.0,20.85,1197.0,83.14,5573.04,0,0,0,0,0,0,0,0,0,0
2005.0,86000.0,5.0,15.3,1341.0,83.0,787.5,1,0,0,0,0,0,0,0,0,0
2017.0,37000.0,5.0,28.09,1248.0,88.5,9692.27,1,0,0,0,0,0,0,1,0,0
2019.0,14000.0,5.0,20.3,1199.0,84.0,6299.98,1,0,0,0,0,0,0,0,0,0
2015.0,50000.0,5.0,17.4,1497.0,117.3,7269.2,1,0,0,0,0,0,0,0,0,0
2014.0,60000.0,5.0,19.4,1198.0,86.8,3513.45,0,0,0,0,0,0,0,0,0,0
2016.0,50000.0,5.0,37.24,998.0,58.16,4361.52,1,0,0,0,0,0,1,0,0,0
2017.0,50000.0,5.0,20.85,1197.0,83.14,6663.44,1,0,0,0,0,0,0,0,0,0
2018.0,35000.0,5.0,20.51,998.0,67.0,5088.44,1,0,0,0,0,0,0,0,0,1
2018.0,20000.0,5.0,24.7,796.0,47.3,3271.14,1,0,0,0,0,0,0,0,0,0
2018.0,7800.0,5.0,22.0,1197.0,81.8,8480.74,1,0,0,0,0,0,0,0,0,1
2013.0,31377.0,5.0,18.5,1197.0,82.85,3876.91,0,0,0,0,0,0,0,0,0,0
2015.0,60000.0,5.0,20.51,998.0,67.04,3513.45,1,0,0,0,0,0,0,0,0,0
2012.0,100000.0,5.0,14.53,1794.0,138.1,6663.44,1,0,0,0,0,0,0,0,0,1
2012.0,60000.0,5.0,19.4,1198.0,86.8,3210.56,1,0,0,0,0,0,0,0,0,0
2017.0,60000.0,7.0,14.1,2179.0,147.94,9692.27,1,0,0,0,0,0,0,1,0,0
2011.0,25000.0,5.0,19.7,796.0,46.3,1938.45,0,0,0,0,0,0,0,0,0,0
2017.0,80000.0,5.0,20.63,1198.0,67.0,3985.95,0,0,0,0,0,0,0,0,0,0
2020.0,32000.0,5.0,20.14,1197.0,81.86,6348.44,1,0,0,0,0,0,0,0,0,0
2018.0,60000.0,5.0,17.57,1193.0,88.7,6299.98,1,0,0,0,0,0,0,0,0,0
2015.0,80000.0,5.0,19.49,1198.0,67.04,3634.6,1,0,0,0,0,0,0,0,0,0
2016.0,140000.0,5.0,20.51,998.0,67.04,4240.37,1,0,0,0,0,0,0,0,0,0
2013.0,70000.0,7.0,12.83,2696.0,162.0,10903.8,1,0,0,0,0,0,0,1,0,0
2013.0,120000.0,7.0,17.21,1493.0,100.0,3634.6,0,0,0,0,0,0,0,1,0,0
2010.0,110000.0,5.0,21.1,1248.0,73.9,3028.83,0,0,0,0,0,0,0,1,0,0
2017.0,37000.0,5.0,19.67,1582.0,126.2,13326.87,1,0,0,0,0,0,0,1,0,0
2015.0,80000.0,7.0,20.77,1248.0,88.76,7753.82,1,0,0,0,0,0,0,1,0,0
2017.0,13500.0,5.0,15.37,1196.0,73.0,4967.28,1,0,0,0,0,0,0,0,0,0
2011.0,75000.0,5.0,17.92,1086.0,62.1,1999.03,1,0,0,0,0,0,0,0,0,0
2007.0,120000.0,5.0,13.2,1495.0,94.0,969.23,0,0,0,0,0,0,0,0,0,0
2012.0,120000.0,7.0,15.1,2179.0,140.0,6481.71,1,0,0,0,0,0,0,1,0,0
2013.0,70000.0,5.0,23.4,1248.0,74.0,6663.44,1,0,0,0,0,0,0,1,0,0
2019.0,15000.0,5.0,19.0,1199.0,88.76,8238.43,1,0,0,0,0,0,0,0,0,1
2014.0,120000.0,5.0,23.4,1248.0,74.0,6057.67,0,0,0,0,0,0,0,1,0,0
2016.0,70000.0,7.0,24.52,1248.0,88.5,12115.34,1,0,0,0,0,0,0,1,0,0
2008.0,120000.0,5.0,14.2,1341.0,82.9,1332.69,0,0,0,0,0,0,0,0,0,0
2017.0,39000.0,5.0,22.54,1396.0,88.73,9692.27,1,0,0,0,0,0,0,1,0,0
2017.0,50000.0,7.0,17.6,2179.0,153.86,16719.17,1,0,0,0,0,0,0,1,0,1
2013.0,92500.0,5.0,22.32,1582.0,126.3,6421.13,1,0,0,0,0,0,0,1,0,0
2012.0,158000.0,5.0,23.4,1248.0,74.0,4361.52,1,0,0,0,0,0,0,1,0,0
2012.0,120000.0,5.0,19.3,1248.0,73.9,3755.75,1,0,0,0,0,0,0,1,0,0
2015.0,50000.0,5.0,26.0,1498.0,98.6,8783.62,0,0,0,0,0,0,0,1,0,0
2012.0,110000.0,5.0,19.3,1248.0,73.9,4119.21,1,0,0,0,0,0,0,1,0,0
2011.0,181000.0,7.0,11.5,2982.0,171.0,13932.64,0,0,0,0,0,0,0,1,0,0
2016.0,70000.0,5.0,27.28,1047.0,69.0,4603.83,1,0,0,0,0,0,0,1,0,0
2013.0,90000.0,5.0,17.97,1498.0,99.6,4240.37,0,0,0,0,0,0,0,0,0,1
2019.0,2000.0,5.0,18.6,1197.0,81.86,7390.36,1,0,0,0,0,0,0,0,0,0
2015.0,20000.0,5.0,20.85,1197.0,83.14,6360.55,1,0,0,0,0,0,0,0,0,0
2011.0,120000.0,7.0,12.8,2494.0,102.0,5815.36,1,0,0,0,0,0,0,1,0,0
2017.0,35000.0,6.0,16.55,2498.0,105.0,9449.96,1,0,0,0,0,0,0,1,0,0
2012.0,193000.0,5.0,19.3,1248.0,73.9,3876.91,1,0,0,0,0,0,0,1,0,0
2019.0,40000.0,5.0,19.02,1198.0,67.05,3634.6,1,0,0,0,0,0,0,0,0,0
2015.0,70000.0,5.0,22.54,1396.0,88.73,6057.67,0,1,0,0,0,0,0,1,0,0
2011.0,122358.0,9.0,12.05,2179.0,120.0,4894.6,1,0,0,0,0,0,0,1,0,0
2015.0,75000.0,7.0,14.07,2956.0,69.01,6057.67,1,0,0,0,0,0,0,1,0,0
2017.0,120000.0,5.0,27.28,1047.0,69.0,4240.37,1,0,0,0,0,0,0,1,0,0
2015.0,40000.0,5.0,17.57,1193.0,88.7,4603.83,1,0,0,0,0,0,0,0,0,0
2014.0,33033.0,5.0,19.4,1198.0,86.8,4058.64,1,0,0,0,1,0,0,0,0,0
2012.0,60000.0,5.0,21.02,1248.0,88.76,3513.45,1,0,0,0,0,0,0,1,0,0
2005.0,45000.0,5.0,19.7,796.0,46.3,1332.69,0,0,0,0,0,0,0,0,0,0
2011.0,80000.0,7.0,11.57,2179.0,138.1,5451.9,0,0,0,1,0,0,0,1,0,0
2009.0,170000.0,7.0,13.6,2523.0,63.0,4846.14,0,0,0,0,0,0,0,1,0,0
2007.0,207890.0,7.0,13.6,2523.0,63.0,2544.22,0,0,0,0,0,0,0,1,0,0
2016.0,35000.0,8.0,16.8,796.0,34.2,2665.37,1,0,0,0,0,0,0,0,0,0
2017.0,35000.0,5.0,18.9,1197.0,82.0,5451.9,1,0,0,0,0,0,0,0,0,0
2013.0,50000.0,5.0,16.95,1197.0,78.9,3513.45,1,0,0,0,0,0,0,0,0,1
2011.0,20000.0,5.0,16.95,1197.0,78.9,3210.56,1,0,0,0,0,0,0,0,0,1
2012.0,50000.0,5.0,18.6,1197.0,85.8,3998.06,0,0,0,0,0,0,0,0,0,0
2015.0,50000.0,5.0,17.19,1197.0,81.86,6360.55,1,0,0,0,0,0,0,0,0,0
2019.0,16500.0,5.0,21.01,1197.0,81.8,8177.85,1,0,0,0,0,0,0,0,0,0
2005.0,99361.0,5.0,19.7,796.0,46.3,1090.38,0,0,0,0,0,0,0,0,0,0
2017.0,25000.0,5.0,26.59,1248.0,74.0,7874.97,1,0,0,0,0,0,0,1,0,0
2014.0,70000.0,5.0,19.1,1197.0,85.8,4955.17,0,0,0,0,0,0,0,0,0,0
2014.0,70000.0,5.0,19.1,1197.0,85.8,4846.14,0,0,0,0,0,0,0,0,0,0
2012.0,60000.0,5.0,18.6,1199.0,79.4,1453.84,0,0,0,1,0,0,0,0,0,0
2018.0,10000.0,5.0,20.3,1199.0,84.0,7814.39,1,0,0,0,0,0,0,0,0,1
2006.0,80000.0,4.0,16.1,796.0,37.0,981.34,1,0,0,0,0,0,0,0,0,0
2017.0,30000.0,5.0,25.6,1498.0,97.9,15749.94,1,0,0,0,0,0,0,1,0,0
2017.0,33000.0,5.0,25.6,1498.0,97.9,15144.17,1,0,0,0,0,0,0,1,0,0
2013.0,90000.0,7.0,16.02,1373.0,93.7,6481.71,0,0,0,1,0,0,0,0,0,0
2014.0,80100.0,5.0,19.01,1461.0,108.5,6724.01,0,0,0,0,0,0,0,1,0,0
2014.0,120000.0,5.0,17.4,1497.0,117.3,8783.62,1,0,0,0,0,0,0,0,0,0
2016.0,40000.0,5.0,25.17,799.0,53.3,2786.52,1,0,0,0,0,0,0,0,0,0
2013.0,160000.0,8.0,12.99,2494.0,100.6,9692.27,0,0,0,0,0,0,0,1,0,0
2017.0,47000.0,5.0,20.51,998.0,67.04,4967.28,1,0,0,0,0,0,0,0,0,0
2018.0,25000.0,5.0,21.38,1396.0,88.7,14659.56,1,0,0,0,0,0,0,1,0,0
2018.0,29000.0,5.0,24.0,1186.0,73.97,6299.98,1,0,0,0,0,0,0,1,0,0
2016.0,50000.0,5.0,21.4,1197.0,83.1,7874.97,1,0,0,0,0,0,0,0,0,1
2012.0,120000.0,5.0,17.4,1197.0,85.8,5088.44,1,0,0,0,0,0,0,0,0,1
2014.0,50000.0,5.0,20.4,1197.0,81.8,4846.14,1,0,0,0,0,0,0,0,0,0
2010.0,80000.0,5.0,17.0,1197.0,80.0,3089.4,0,1,0,0,0,0,0,0,0,0
2003.0,60000.0,5.0,17.3,993.0,60.0,787.5,0,1,0,0,0,0,0,0,0,0
2017.0,36000.0,5.0,23.1,998.0,67.04,4252.48,1,0,0,0,0,0,0,0,0,0
2011.0,185000.0,5.0,21.1,1248.0,73.9,2241.34,0,0,0,1,0,0,0,1,0,0
2002.0,100000.0,5.0,17.3,993.0,60.0,726.92,0,1,0,0,0,0,0,0,0,0
2013.0,50000.0,5.0,17.1,1591.0,121.3,6057.67,0,0,0,0,0,0,0,0,0,0
2007.0,80000.0,5.0,18.2,998.0,67.1,1029.8,0,0,0,0,0,0,0,0,0,0
2011.0,90000.0,5.0,19.3,1248.0,73.9,3210.56,0,1,0,0,0,0,0,1,0,0
2010.0,162000.0,5.0,19.0,998.0,66.1,1574.99,0,0,0,0,0,0,0,0,0,0
2008.0,120000.0,5.0,17.8,1248.0,75.0,2059.61,0,0,0,1,0,0,0,1,0,0
2011.0,45000.0,5.0,23.08,1461.0,63.1,3331.72,1,0,0,0,0,0,0,1,0,0
2005.0,90000.0,5.0,18.9,998.0,67.1,1078.27,0,0,0,0,0,0,0,0,0,0
2010.0,90000.0,5.0,20.0,1399.0,68.0,2059.61,0,0,0,0,0,0,0,1,0,0
2017.0,67000.0,5.0,17.01,1582.0,126.2,13326.87,1,0,0,0,0,0,0,1,0,1
2018.0,52000.0,5.0,22.0,1197.0,81.8,7390.36,1,0,0,0,1,0,0,0,0,0
2015.0,40000.0,5.0,18.9,1197.0,82.0,5270.16,1,0,0,0,1,0,0,0,0,0
2018.0,35000.0,7.0,14.24,2755.0,174.5,36346.01,1,0,0,0,0,0,0,1,0,0
2018.0,13000.0,5.0,20.71,799.0,53.26,4724.98,1,0,0,0,1,0,0,0,0,0
2019.0,10000.0,5.0,17.0,1198.0,73.75,7753.82,1,0,0,0,1,0,0,0,0,0
2012.0,9000.0,5.0,16.95,1498.0,97.7,5451.9,1,0,0,0,1,0,0,0,0,0
2009.0,60000.0,5.0,20.36,1197.0,78.9,2604.8,1,0,0,0,1,0,0,0,0,0
2014.0,40000.0,5.0,20.45,1461.0,83.8,6905.74,1,0,0,0,1,0,0,1,0,0
2012.0,93000.0,7.0,15.1,2179.0,140.0,8238.43,1,0,0,0,1,0,0,1,0,0
2008.0,80000.0,7.0,12.8,2494.0,102.0,3937.48,0,1,0,0,0,0,0,1,0,0
2011.0,50000.0,5.0,15.64,1193.0,64.08,1817.3,0,0,0,0,0,0,0,0,0,0
2013.0,68000.0,5.0,14.5,1797.0,147.5,8359.58,1,0,0,0,1,0,0,0,0,1
2013.0,25000.0,5.0,14.84,2143.0,170.0,18778.77,1,0,0,0,0,0,0,1,0,1
2005.0,35000.0,5.0,18.9,998.0,67.1,787.5,1,0,0,0,0,0,0,0,0,0
2016.0,60000.0,5.0,26.59,1248.0,74.0,6663.44,0,0,0,0,0,0,0,1,0,0
2010.0,70000.0,5.0,20.36,1197.0,78.9,1696.15,0,1,0,0,0,0,0,0,0,0
2016.0,30000.0,5.0,25.17,799.0,53.3,3634.6,1,0,0,0,0,0,0,0,0,0
2016.0,70000.0,5.0,16.34,1798.0,189.3,9692.27,1,0,0,0,0,0,0,0,0,1
2019.0,20000.0,5.0,22.37,2487.0,214.56,62393.99,1,0,0,0,1,0,0,0,0,1
2015.0,110000.0,7.0,14.1,2179.0,147.94,6094.02,1,0,0,0,0,0,0,1,0,0
2019.0,20000.0,5.0,18.0,1969.0,190.0,46038.28,1,0,0,0,0,0,0,1,0,1
2018.0,38817.0,5.0,27.39,1248.0,74.0,8965.35,1,0,0,0,1,0,0,1,0,0
2016.0,56494.0,5.0,18.2,1199.0,88.7,6663.44,1,0,0,0,0,1,0,0,0,0
2013.0,79328.0,7.0,12.99,2494.0,100.6,9086.5,0,0,0,0,0,1,0,1,0,0
2019.0,5621.0,5.0,22.0,1197.0,81.8,7874.97,1,0,0,0,0,1,0,0,0,1
2018.0,69779.0,5.0,22.0,1197.0,81.8,7269.2,1,0,0,0,1,0,0,0,0,1
2017.0,56290.0,5.0,24.0,1186.0,73.97,5451.9,1,0,0,0,1,0,0,1,0,0
2019.0,8500.0,5.0,16.78,1995.0,190.0,66634.36,1,0,0,0,1,0,0,1,0,1
2019.0,7032.0,5.0,19.0,1199.0,88.76,9437.85,1,0,0,0,0,1,0,0,0,1
2016.0,11000.0,5.0,14.3,1598.0,103.5,7814.39,1,0,0,0,1,0,0,0,0,1
2010.0,106000.0,5.0,20.36,1197.0,78.9,1817.3,0,0,0,1,0,0,0,0,0,0
2009.0,120000.0,5.0,11.1,2354.0,158.8,6057.67,0,0,0,0,0,0,0,0,0,1
